AnnoCP;Livello territoriale;Codice Regione 2011;Codice Provincia 2011;Codice Comune all'epoca;Codice comune 2011;Denominazione del territorio;Flag comuni con variazioni (annoCP di primo confronto valido);P1;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;A1;A2;A3;A4;A5;A6;SS2;A8;A9;A10;A11;A12;A13;A14;A15;SS1;I1;I2;I3;I4;I5;I6;I7;I8;I9;SS4;L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;L13;L14;L15;L16;L17;L18;SS3;L19;L20;L21;L22;M1;M2;M3;M4;M5;M6;M7;M8;M9;V4;V5;V6;V7;V8;V9
1951;1;10;54;54001;54001;Assisi;;24.206;…;56,2;129,6;98,6;9,8;…;11,7;31,5;37,3;…;…;…;…;…;…;…;…;…;…;…;3,6;…;…;…;…;…;…;…;…;…;…;45,3;…;…;…;…;…;16,9;…;…;…;…;…;…;…;…;121,5;162,4;…;…;14,9;…;…;…;…;…;4,9;83,8;29,3;56,1;…;…;…;…;…;…;81,4;28,6;54,6;…;…;55,4;21,3;14,3;9,0;24,9;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54002;54002;Bastia Umbra;;7.040;…;51,4;254,9;96,9;9,4;…;10,4;31,8;32,6;…;…;…;…;…;…;…;…;…;…;…;4,2;…;…;…;…;…;…;…;…;…;…;41,9;…;…;…;…;…;11,9;…;…;…;…;…;…;…;…;125,1;134,2;…;…;9,8;…;…;…;…;…;2,6;83,0;29,3;55,7;…;…;…;…;…;…;79,9;27,7;53,3;…;…;38,9;39,8;8,7;12,7;8,6;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54003;54003;Bettona;;4.295;…;81,6;95,0;100,8;11,2;…;11,6;36,7;31,6;…;…;…;…;…;…;…;…;…;…;…;5,1;…;…;…;…;…;…;…;…;…;…;37,5;…;…;…;…;…;6,1;…;…;…;…;…;…;…;…;143,2;134,4;…;…;16,1;…;…;…;…;…;1,2;85,5;31,9;58,9;…;…;…;…;…;…;83,5;30,7;57,3;…;…;84,4;9,0;3,2;3,5;5,2;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54004;54004;Bevagna;;6.964;…;58,5;123,9;99,5;10,7;…;10,9;34,8;31,4;…;…;…;…;…;…;…;…;…;…;…;4,2;…;…;…;…;…;…;…;…;…;…;48,2;…;…;…;…;…;11,0;…;…;…;…;…;…;…;…;130,2;149,2;…;…;20,5;…;…;…;…;…;2,7;84,4;27,4;55,6;…;…;…;…;…;…;82,3;27,0;54,3;…;…;77,0;11,4;6,9;4,7;13,9;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54005;54005;Campello sul Clitunno;;2.424;…;36,7;48,7;108,1;11,8;…;14,4;34,0;42,2;…;…;…;…;…;…;…;…;…;…;…;4,7;…;…;…;…;…;…;…;…;…;…;51,7;…;…;…;…;…;7,6;…;…;…;…;…;…;…;…;116,3;149,2;…;…;15,5;…;…;…;…;…;2,4;83,3;16,5;51,1;…;…;…;…;…;…;80,5;16,3;49,6;…;…;55,1;29,2;9,7;6,0;20,4;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54006;54006;Cannara;;3.868;…;55,3;118,5;102,2;10,4;…;10,4;32,2;32,4;…;…;…;…;…;…;…;…;…;…;…;5,3;…;…;…;…;…;…;…;…;…;…;45,7;…;…;…;…;…;1,2;…;…;…;…;…;…;…;…;128,1;150,0;…;…;17,1;…;…;…;…;…;2,3;88,7;12,1;50,0;…;…;…;…;…;…;87,6;10,4;48,6;…;…;63,9;23,9;5,4;6,8;20,7;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54007;54007;Cascia;;4.708;…;42,3;26,0;92,0;11,0;…;16,3;39,0;41,7;…;…;…;…;…;…;…;…;…;…;…;4,5;…;…;…;…;…;…;…;…;…;…;74,8;…;…;…;…;…;10,4;…;…;…;…;…;…;…;…;115,9;140,3;…;…;11,0;…;…;…;…;…;2,1;87,6;17,0;50,5;…;…;…;…;…;…;87,5;16,7;50,3;…;…;68,1;9,4;10,1;12,3;28,2;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54008;54008;Castel Ritaldi;;2.746;…;62,4;121,9;106,9;11,5;…;11,0;34,8;31,6;…;…;…;…;…;…;…;…;…;…;…;4,8;…;…;…;…;…;…;…;…;…;…;58,0;…;…;…;…;…;1,1;…;…;…;…;…;…;…;…;109,3;146,9;…;…;17,4;…;…;…;…;…;1,9;85,8;15,1;51,0;…;…;…;…;…;…;83,9;14,9;49,9;…;…;69,8;19,9;5,6;4,7;16,4;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54009;54009;Castiglione del Lago;;17.449;…;76,9;84,9;98,4;9,4;…;13,5;29,1;46,2;…;…;…;…;…;…;…;…;…;…;…;4,8;…;…;…;…;…;…;…;…;…;…;40,5;…;…;…;…;…;4,8;…;…;…;…;…;…;…;…;108,8;123,1;…;…;16,6;…;…;…;…;…;1,8;84,6;25,7;54,9;…;…;…;…;…;…;82,9;25,3;53,8;…;…;74,8;14,3;6,0;4,9;5,8;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54010;54010;Cerreto di Spoleto;;2.009;…;28,5;27,0;99,1;9,3;…;16,0;35,1;45,5;…;…;…;…;…;…;…;…;…;…;…;4,7;…;…;…;…;…;…;…;…;…;…;72,7;…;…;…;…;…;8,0;…;…;…;…;…;…;…;…;123,0;119,7;…;…;18,2;…;…;…;…;…;1,9;86,3;15,0;50,5;…;…;…;…;…;…;84,7;14,8;49,6;…;…;72,6;13,1;8,4;5,9;15,2;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54011;54011;Citerna;;3.188;…;76,8;135,3;105,8;10,5;…;9,9;33,7;29,4;…;…;…;…;…;…;…;…;…;…;…;4,3;…;…;…;…;…;…;…;…;…;…;30,7;…;…;…;…;…;3,6;…;…;…;…;…;…;…;…;119,7;119,3;…;…;12,3;…;…;…;…;…;1,6;87,1;24,5;56,5;…;…;…;…;…;…;84,9;23,0;54,7;…;…;74,5;16,6;6,0;2,9;12,1;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54012;54012;Città della Pieve;;9.652;…;69,7;86,7;96,9;9,5;…;13,0;29,9;43,5;…;…;…;…;…;…;…;…;…;…;…;3,9;…;…;…;…;…;…;…;…;…;…;35,2;…;…;…;…;…;15,9;…;…;…;…;…;…;…;…;118,3;114,5;…;…;19,2;…;…;…;…;…;2,1;85,9;29,2;57,0;…;…;…;…;…;…;83,4;27,9;55,1;…;…;73,0;14,0;8,5;4,5;10,1;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54013;54013;Città di Castello;;37.146;…;59,7;95,7;98,7;10,9;…;10,2;34,0;30,0;…;…;…;…;…;…;…;…;…;…;…;4,6;…;…;…;…;…;…;…;…;…;…;31,4;…;…;…;…;…;16,3;…;…;…;…;…;…;…;…;135,8;119,6;…;…;12,3;…;…;…;…;…;3,5;83,6;39,6;61,3;…;…;…;…;…;…;79,0;36,0;57,3;…;…;65,1;21,1;8,2;5,6;9,2;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54014;54014;Collazzone;;4.434;…;80,9;79,4;105,9;11,3;…;9,9;38,6;25,7;…;…;…;…;…;…;…;…;…;…;…;4,1;…;…;…;…;…;…;…;…;…;…;39,2;…;…;…;…;…;3,1;…;…;…;…;…;…;…;…;152,6;162,6;…;…;19,8;…;…;…;…;…;1,5;84,6;20,9;53,6;…;…;…;…;…;…;83,4;20,5;52,8;…;…;83,0;9,4;4,1;3,5;6,4;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54015;54015;Corciano;;6.610;…;68,3;103,8;103,3;9,4;…;11,8;30,6;38,6;…;…;…;…;…;…;…;…;…;…;…;4,6;…;…;…;…;…;…;…;…;…;…;34,9;…;…;…;…;…;14,4;…;…;…;…;…;…;…;…;123,9;162,8;…;…;13,5;…;…;…;…;…;1,8;86,1;27,4;57,1;…;…;…;…;…;…;84,2;26,2;55,5;…;…;71,8;19,8;4,2;4,1;4,8;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54016;54016;Costacciaro;;2.667;…;39,1;65,0;101,3;11,5;…;9,7;34,1;28,5;…;…;…;…;…;…;…;…;…;…;…;5,3;…;…;…;…;…;…;…;…;…;…;65,5;…;…;…;…;…;8,5;…;…;…;…;…;…;…;…;121,2;364,5;…;…;17,0;…;…;…;…;…;1,2;86,7;3,4;45,0;…;…;…;…;…;…;81,0;3,4;42,2;…;…;65,3;26,1;4,7;3,9;18,9;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54017;54017;Deruta;;7.109;…;54,9;160,1;102,3;10,6;…;10,8;34,6;31,1;…;…;…;…;…;…;…;…;…;…;…;5,1;…;…;…;…;…;…;…;…;…;…;44,1;…;…;…;…;…;11,0;…;…;…;…;…;…;…;…;128,2;136,3;…;…;12,9;…;…;…;…;…;2,1;83,0;34,9;59,0;…;…;…;…;…;…;79,9;33,0;56,5;…;…;61,8;26,5;5,1;6,6;3,8;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54018;54018;Foligno;;44.576;…;24,9;169,0;98,0;9,9;…;10,8;31,1;34,6;…;…;…;…;…;…;…;…;…;…;…;3,7;…;…;…;…;…;…;…;…;…;…;45,8;…;…;…;…;…;30,1;…;…;…;…;…;…;…;…;113,5;165,6;…;…;10,0;…;…;…;…;…;5,8;77,8;21,2;49,0;…;…;…;…;…;…;72,2;19,2;45,2;…;…;34,0;31,4;23,0;11,6;20,2;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54019;54019;Fossato di Vico;;3.109;…;28,8;86,6;104,3;10,5;…;12,7;32,7;38,8;…;…;…;…;…;…;…;…;…;…;…;4,2;…;…;…;…;…;…;…;…;…;…;58,6;…;…;…;…;…;3,2;…;…;…;…;…;…;…;…;108,0;283,3;…;…;11,6;…;…;…;…;…;2,7;79,8;18,8;49,8;…;…;…;…;…;…;73,5;16,8;45,6;…;…;55,6;28,6;10,9;4,9;14,9;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54020;54020;Fratta Todina;;2.084;…;85,5;118,9;104,1;8,3;…;10,8;28,2;38,2;…;…;…;…;…;…;…;…;…;…;…;4,5;…;…;…;…;…;…;…;…;…;…;37,8;…;…;…;…;…;4,8;…;…;…;…;…;…;…;…;112,2;209,7;…;…;16,9;…;…;…;…;…;1,8;89,7;13,0;52,4;…;…;…;…;…;…;88,6;12,8;51,7;…;…;68,3;21,0;6,4;4,3;9,8;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54021;54021;Giano dell'Umbria;;3.970;…;61,2;89,4;107,2;11,0;…;8,9;36,3;24,7;…;…;…;…;…;…;…;…;…;…;…;5,5;…;…;…;…;…;…;…;…;…;…;57,3;…;…;…;…;…;5,1;…;…;…;…;…;…;…;…;122,5;138,7;…;…;15,9;…;…;…;…;…;1,6;87,6;12,4;51,4;…;…;…;…;…;…;81,1;11,7;47,7;…;…;63,3;27,6;5,4;3,7;9,2;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54022;54022;Gualdo Cattaneo;;8.043;…;64,7;83,1;108,4;11,3;…;10,5;37,6;27,8;…;…;…;…;…;…;…;…;…;…;…;5,6;…;…;…;…;…;…;…;…;…;…;55,0;…;…;…;…;…;4,4;…;…;…;…;…;…;…;…;139,2;119,3;…;…;19,5;…;…;…;…;…;1,2;87,8;11,1;51,0;…;…;…;…;…;…;83,9;10,5;48,7;…;…;67,7;24,2;3,8;4,3;10,7;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54023;54023;Gualdo Tadino;;13.259;…;48,7;106,8;103,8;10,0;…;11,4;30,3;37,7;…;…;…;…;…;…;…;…;…;…;…;5,3;…;…;…;…;…;…;…;…;…;…;61,3;…;…;…;…;…;15,5;…;…;…;…;…;…;…;…;123,5;184,1;…;…;14,2;…;…;…;…;…;2,6;84,2;17,1;51,1;…;…;…;…;…;…;82,6;16,6;50,0;…;…;55,1;30,1;8,8;6,0;9,2;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54024;54024;Gubbio;;37.302;…;72,6;71,0;101,3;11,2;…;9,3;37,4;24,8;…;…;…;…;…;…;…;…;…;…;…;5,7;…;…;…;…;…;…;…;…;…;…;37,2;…;…;…;…;…;13,2;…;…;…;…;…;…;…;…;155,3;105,8;…;…;20,7;…;…;…;…;…;2,8;86,4;27,9;57,2;…;…;…;…;…;…;83,8;26,5;55,1;…;…;70,5;17,9;6,8;4,8;10,4;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54025;54025;Lisciano Niccone;;1.883;…;87,8;53,0;104,2;11,7;…;9,1;36,5;24,8;…;…;…;…;…;…;…;…;…;…;…;4,4;…;…;…;…;…;…;…;…;…;…;31,1;…;…;…;…;…;5,0;…;…;…;…;…;…;…;…;156,1;268,8;…;…;17,9;…;…;…;…;…;1,1;86,0;6,2;47,1;…;…;…;…;…;…;84,6;6,1;46,3;…;…;82,6;10,5;3,9;3,1;13,0;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54026;54026;Magione;;11.345;…;66,5;87,4;104,0;9,4;…;12,4;31,8;38,9;…;…;…;…;…;…;…;…;…;…;…;4,4;…;…;…;…;…;…;…;…;…;…;37,2;…;…;…;…;…;9,2;…;…;…;…;…;…;…;…;121,8;140,1;…;…;14,7;…;…;…;…;…;1,8;85,5;27,8;57,0;…;…;…;…;…;…;83,4;27,3;55,7;…;…;72,8;17,5;4,3;5,4;4,8;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54027;54027;Marsciano;;18.266;…;65,1;113,1;102,6;9,7;…;11,3;30,9;36,5;…;…;…;…;…;…;…;…;…;…;…;5,2;…;…;…;…;…;…;…;…;…;…;38,0;…;…;…;…;…;9,7;…;…;…;…;…;…;…;…;122,0;145,2;…;…;14,8;…;…;…;…;…;1,9;88,1;38,1;63,3;…;…;…;…;…;…;86,5;37,5;62,2;…;…;74,8;16,1;4,3;4,7;4,4;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54028;54028;Massa Martana;;5.469;…;77,6;70,0;109,7;10,1;…;15,2;34,2;44,5;…;…;…;…;…;…;…;…;…;…;…;5,6;…;…;…;…;…;…;…;…;…;…;48,9;…;…;…;…;…;4,7;…;…;…;…;…;…;…;…;134,0;210,4;…;…;16,7;…;…;…;…;…;1,6;85,8;7,6;48,4;…;…;…;…;…;…;84,1;7,5;47,4;…;…;72,1;15,9;5,8;6,2;13,3;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54029;54029;Monte Castello di Vibio;;2.751;…;81,2;86,2;105,8;9,0;…;11,4;28,6;39,7;…;…;…;…;…;…;…;…;…;…;…;5,8;…;…;…;…;…;…;…;…;…;…;39,5;…;…;…;…;…;9,6;…;…;…;…;…;…;…;…;132,5;232,5;…;…;22,5;…;…;…;…;…;1,5;89,4;13,9;52,9;…;…;…;…;…;…;88,2;13,5;52,1;…;…;79,5;12,3;4,7;3,5;9,2;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;10;54;54030;54030;Montefalco;;8.380;…;68,5;120,9;100,8;10,2;…;9,9;35,0;28,4;…;…;…;…;…;…;…;…;…;…;…;4,8;…;…;…;…;…;…;…;…;…;…;62,4;…;…;…;…;…;8,4;…;…;…;…;…;…;…;…;128,5;184,9;…;…;19,8;…;…;…;…;…;1,7;87,6;24,4;56,1;…;…;…;…;…;…;86,7;23,6;55,2;…;…;80,4;9,8;5,8;3,9;10,6;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
