AnnoCP;Livello territoriale;Codice Regione 2011;Codice Provincia 2011;Codice Comune all'epoca;Codice comune 2011;Denominazione del territorio;Flag comuni con variazioni (annoCP di primo confronto valido);P1;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;A1;A2;A3;A4;A5;A6;SS2;A8;A9;A10;A11;A12;A13;A14;A15;SS1;I1;I2;I3;I4;I5;I6;I7;I8;I9;SS4;L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;L13;L14;L15;L16;L17;L18;SS3;L19;L20;L21;L22;M1;M2;M3;M4;M5;M6;M7;M8;M9;V4;V5;V6;V7;V8;V9
1951;1;2;7;7001;7001;Allein;;457;…;35,7;57,0;95,3;6,6;…;16,2;24,2;67,1;…;…;…;…;…;…;…;…;…;…;…;3,5;…;…;…;…;…;…;…;…;…;…;83,1;…;…;…;…;…;0,4;…;…;…;…;…;…;…;…;142,8;35,1;…;…;1,9;…;…;…;…;…;0,9;85,1;31,1;57,8;…;…;…;…;…;…;85,1;31,1;57,8;…;…;94,5;2,1;2,5;0,8;4,7;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;2;7;7002;7002;Antey-Saint-André;;610;…;58,0;51,8;105,4;8,0;…;22,5;28,0;80,3;…;…;…;…;…;…;…;…;…;…;…;3,3;…;…;…;…;…;…;…;…;…;…;85,2;…;…;…;…;…;9,3;…;…;…;…;…;…;…;…;103,1;65,0;…;…;1,8;…;…;…;…;…;2,7;92,1;13,8;53,4;…;…;…;…;…;…;92,1;13,5;53,2;…;…;77,9;5,7;8,9;7,5;20,0;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;2;7;7003;7003;Aosta;;24.215;…;9,2;1131,0;99,3;8,7;…;7,8;29,5;26,4;…;…;…;…;…;…;…;…;…;…;…;3,3;…;…;…;…;…;…;…;…;…;…;16,6;…;…;…;…;…;85,7;…;…;…;…;…;…;…;…;118,3;156,5;…;…;2,6;…;…;…;…;…;6,8;81,1;21,7;51,0;…;…;…;…;…;…;78,0;20,0;48,7;…;…;5,1;60,3;19,0;15,7;34,7;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;2;7;7004;7004;Arnad;;1.264;…;24,1;43,9;96,3;9,4;…;12,8;27,1;47,2;…;…;…;…;…;…;…;…;…;…;…;3,3;…;…;…;…;…;…;…;…;…;…;82,7;…;…;…;…;…;2,2;…;…;…;…;…;…;…;…;104,7;24,1;…;…;5,0;…;…;…;…;…;1,4;85,4;27,7;56,2;…;…;…;…;…;…;82,0;23,9;52,6;…;…;52,7;33,5;5,8;7,9;16,2;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;2;7;7005;7005;Arvier;;830;…;30,7;24,9;103,9;11,1;…;17,6;34,2;51,3;…;…;…;…;…;…;…;…;…;…;…;3,3;…;…;…;…;…;…;…;…;…;…;56,7;…;…;…;…;…;21,7;…;…;…;…;…;…;…;…;113,0;98,9;…;…;3,0;…;…;…;…;…;1,4;83,8;26,2;55,1;…;…;…;…;…;…;83,8;26,2;55,1;…;…;49,2;35,5;6,1;9,2;11,1;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;2;7;7006;7006;Avise;;426;…;50,7;8,1;114,1;7,0;…;16,5;22,2;74,3;…;…;…;…;…;…;…;…;…;…;…;3,3;…;…;…;…;…;…;…;…;…;…;81,1;…;…;…;…;…;9,8;…;…;…;…;…;…;…;…;97,5;0,0;…;…;3,0;…;…;…;…;…;1,5;86,3;35,4;62,6;…;…;…;…;…;…;85,8;35,4;62,3;…;…;75,6;15,1;4,2;5,0;7,9;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;2;7;7007;7007;Ayas;;1.153;…;43,0;8,9;96,1;8,1;…;20,1;29,5;68,2;…;…;…;…;…;…;…;…;…;…;…;3,3;…;…;…;…;…;…;…;…;…;…;81,5;…;…;…;…;…;44,0;…;…;…;…;…;…;…;…;102,5;91,6;…;…;1,3;…;…;…;…;…;2,8;84,9;30,4;57,2;…;…;…;…;…;…;84,3;29,6;56,5;…;…;66,6;11,9;7,6;13,9;14,0;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;2;7;7008;7008;Aymavilles;;1.380;…;18,1;25,8;103,8;10,6;…;14,1;33,3;42,4;…;…;…;…;…;…;…;…;…;…;…;3,4;…;…;…;…;…;…;…;…;…;…;68,0;…;…;…;…;…;7,9;…;…;…;…;…;…;…;…;106,1;259,0;…;…;2,8;…;…;…;…;…;0,9;83,1;25,5;54,7;…;…;…;…;…;…;80,7;24,1;52,8;…;…;48,7;43,7;4,3;3,3;6,6;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;2;7;7009;7009;Bard;;215;…;3,7;71,2;95,5;12,1;…;11,5;30,8;37,5;…;…;…;…;…;…;…;…;…;…;…;2,7;…;…;…;…;…;…;…;…;…;…;56,6;…;…;…;…;…;17,1;…;…;…;…;…;…;…;…;78,3;-;…;…;1,1;…;…;…;…;…;0,5;82,4;19,8;52,0;…;…;…;…;…;…;80,2;18,6;50,3;…;…;20,2;55,1;15,7;9,0;6,3;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;2;7;7010;7010;Bionaz;;245;…;73,5;1,7;124,8;6,5;…;26,2;27,4;95,6;…;…;…;…;…;…;…;…;…;…;…;3,9;…;…;…;…;…;…;…;…;…;…;88,1;…;…;…;…;…;0,0;…;…;…;…;…;…;…;…;130,0;-;…;…;3,5;…;…;…;…;…;1,7;83,5;29,2;59,4;…;…;…;…;…;…;78,5;19,8;52,5;…;…;80,7;7,0;8,8;3,5;0,0;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
