AnnoCP;Livello territoriale;Codice Regione 2011;Codice Provincia 2011;Codice Comune all'epoca;Codice comune 2011;Denominazione del territorio;Flag comuni con variazioni (annoCP di primo confronto valido);P1;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;A1;A2;A3;A4;A5;A6;SS2;A8;A9;A10;A11;A12;A13;A14;A15;SS1;I1;I2;I3;I4;I5;I6;I7;I8;I9;SS4;L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;L13;L14;L15;L16;L17;L18;SS3;L19;L20;L21;L22;M1;M2;M3;M4;M5;M6;M7;M8;M9;V4;V5;V6;V7;V8;V9
1951;1;14;70;70001;70001;Acquaviva Collecroce;;2.250;…;5,2;78,9;95,0;11,3;…;13,7;35,2;38,9;…;…;…;…;…;…;…;…;…;…;…;4,7;…;…;…;…;…;…;…;…;…;…;75,9;…;…;…;…;…;0,1;…;…;…;…;…;…;…;…;154,0;347,7;…;…;38,3;…;…;…;…;…;1,3;85,0;54,9;69,5;…;…;…;…;…;…;83,4;54,7;68,6;…;…;87,0;8,1;2,7;2,3;1,3;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;14;70;70005;70002;Baranello;;4.360;…;75,3;175,5;101,7;10,6;…;11,0;32,8;33,5;…;…;…;…;…;…;…;…;…;…;…;3,7;…;…;…;…;…;…;…;…;…;…;71,0;…;…;…;…;…;3,8;…;…;…;…;…;…;…;…;106,5;184,6;…;…;21,4;…;…;…;…;…;1,0;86,7;21,8;54,3;…;…;…;…;…;…;85,4;21,6;53,5;…;…;78,0;16,3;3,0;2,7;3,0;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;14;70;70007;70003;Bojano;;8.344;…;20,6;167,6;96,0;11,7;…;8,4;36,0;23,4;…;…;…;…;…;…;…;…;…;…;…;4,4;…;…;…;…;…;…;…;…;…;…;66,8;…;…;…;…;…;11,0;…;…;…;…;…;…;…;…;141,4;110,0;…;…;14,6;…;…;…;…;…;4,6;83,3;44,6;63,4;…;…;…;…;…;…;82,1;43,6;62,3;…;…;63,7;19,0;9,0;8,4;8,6;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;14;70;70008;70004;Bonefro;;5.041;…;1,9;161,9;100,8;12,0;…;11,6;36,6;31,8;…;…;…;…;…;…;…;…;…;…;…;4,9;…;…;…;…;…;…;…;…;…;…;64,3;…;…;…;…;…;8,5;…;…;…;…;…;…;…;…;190,1;287,2;…;…;17,5;…;…;…;…;…;1,4;84,3;29,8;56,8;…;…;…;…;…;…;83,3;29,6;56,2;…;…;80,9;10,5;4,9;3,7;3,1;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;14;70;70009;70005;Busso;;2.684;…;36,4;113,6;94,8;11,5;…;10,4;33,1;31,4;…;…;…;…;…;…;…;…;…;…;…;4,2;…;…;…;…;…;…;…;…;…;…;71,6;…;…;…;…;…;2,0;…;…;…;…;…;…;…;…;144,0;279,5;…;…;25,0;…;…;…;…;…;0,8;90,6;53,4;71,3;…;…;…;…;…;…;90,1;53,3;71,0;…;…;79,8;15,5;1,8;2,9;0,6;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;14;70;70010;70006;Campobasso;;28.678;…;21,1;513,4;92,9;11,7;…;8,2;37,6;21,7;…;…;…;…;…;…;…;…;…;…;…;5,0;…;…;…;…;…;…;…;…;…;…;34,7;…;…;…;…;…;33,2;…;…;…;…;…;…;…;…;150,6;146,6;…;…;11,3;…;…;…;…;…;9,8;73,4;19,3;44,9;…;…;…;…;…;…;68,9;17,3;41,7;…;…;22,0;26,6;33,8;17,5;31,6;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;14;70;70011;70007;Campochiaro;;1.428;…;3,9;40,5;84,3;10,1;…;14,6;30,5;47,9;…;…;…;…;…;…;…;…;…;…;…;4,9;…;…;…;…;…;…;…;…;…;…;61,0;…;…;…;…;…;0,0;…;…;…;…;…;…;…;…;129,5;272,4;…;…;14,3;…;…;…;…;…;2,7;79,6;47,1;61,4;…;…;…;…;…;…;77,8;46,8;60,4;…;…;82,6;6,5;6,4;4,5;2,8;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;14;70;70012;70008;Campodipietra;;1.990;…;2,5;102,1;92,6;9,5;…;14,1;27,9;50,5;…;…;…;…;…;…;…;…;…;…;…;3,8;…;…;…;…;…;…;…;…;…;…;68,2;…;…;…;…;…;0,0;…;…;…;…;…;…;…;…;111,3;515,8;…;…;14,7;…;…;…;…;…;2,2;88,6;60,2;73,8;…;…;…;…;…;…;87,7;60,1;73,3;…;…;86,0;9,2;2,6;2,2;1,5;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;14;70;70013;70009;Campolieto;;2.330;…;16,8;96,2;97,0;12,3;…;12,8;40,0;32,1;…;…;…;…;…;…;…;…;…;…;…;4,7;…;…;…;…;…;…;…;…;…;…;64,8;…;…;…;…;…;0,1;…;…;…;…;…;…;…;…;170,5;308,9;…;…;22,8;…;…;…;…;…;1,2;82,6;54,1;68,1;…;…;…;…;…;…;80,3;54,0;66,9;…;…;82,4;9,3;4,7;3,6;1,7;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;14;70;70014;70010;Campomarino;;2.844;…;33,4;37,2;104,6;12,8;…;9,7;37,5;25,8;…;…;…;…;…;…;…;…;…;…;…;4,3;…;…;…;…;…;…;…;…;…;…;41,4;…;…;…;…;…;8,0;…;…;…;…;…;…;…;…;194,2;140,3;…;…;21,2;…;…;…;…;…;1,4;81,1;37,8;59,6;…;…;…;…;…;…;80,2;37,6;59,1;…;…;85,0;5,3;5,9;3,8;2,1;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
