AnnoCP;Livello territoriale;Codice Regione 2011;Codice Provincia 2011;Codice Comune all'epoca;Codice comune 2011;Denominazione del territorio;Flag comuni con variazioni (annoCP di primo confronto valido);P1;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;A1;A2;A3;A4;A5;A6;SS2;A8;A9;A10;A11;A12;A13;A14;A15;SS1;I1;I2;I3;I4;I5;I6;I7;I8;I9;SS4;L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;L13;L14;L15;L16;L17;L18;SS3;L19;L20;L21;L22;M1;M2;M3;M4;M5;M6;M7;M8;M9;V4;V5;V6;V7;V8;V9
1951;1;9;45;45001;45001;Aulla;;10.171;…;43,4;170,1;97,9;8,4;…;11,6;30,1;38,4;…;…;…;…;…;…;…;…;…;…;…;4,0;…;…;…;…;…;…;…;…;…;…;46,5;…;…;…;…;…;13,1;…;…;…;…;…;…;…;…;105,5;209,0;…;…;9,3;…;…;…;…;…;2,5;81,2;28,3;54,4;…;…;…;…;…;…;73,1;26,2;49,3;…;…;34,7;40,5;15,7;9,1;6,9;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;9;45;45002;45002;Bagnone;;6.280;…;33,7;85,1;96,7;7,9;…;13,4;27,8;48,2;…;…;…;…;…;…;…;…;…;…;…;4,0;…;…;…;…;…;…;…;…;…;…;67,2;…;…;…;…;…;7,8;…;…;…;…;…;…;…;…;98,3;122,7;…;…;12,0;…;…;…;…;…;1,7;82,2;33,2;57,2;…;…;…;…;…;…;79,2;32,1;55,1;…;…;37,3;16,9;5,4;40,3;3,6;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;9;45;45003;45003;Carrara;;62.287;…;12,2;877,7;95,4;10,2;…;11,5;31,3;36,8;…;…;…;…;…;…;…;…;…;…;…;5,2;…;…;…;…;…;…;…;…;…;…;33,6;…;…;…;…;…;23,8;…;…;…;…;…;…;…;…;132,7;161,3;…;…;6,3;…;…;…;…;…;4,9;76,0;10,1;41,9;…;…;…;…;…;…;67,4;8,7;37,1;…;…;3,8;62,2;21,3;12,7;31,4;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;9;45;45004;45004;Casola in Lunigiana;2011;2.787;…;26,2;65,5;96,4;9,3;…;15,6;29,0;53,8;…;…;…;…;…;…;…;…;…;…;…;4,2;…;…;…;…;…;…;…;…;…;…;66,4;…;…;…;…;…;0,8;…;…;…;…;…;…;…;…;91,0;442,5;…;…;11,7;…;…;…;…;…;1,7;82,4;8,9;45,0;…;…;…;…;…;…;77,3;8,5;42,3;…;…;49,8;38,3;7,6;4,4;14,7;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;9;45;45005;45005;Comano;;1.786;…;34,8;32,7;93,5;7,8;…;15,4;27,2;56,9;…;…;…;…;…;…;…;…;…;…;…;4,7;…;…;…;…;…;…;…;…;…;…;83,0;…;…;…;…;…;2,9;…;…;…;…;…;…;…;…;84,4;140,7;…;…;6,5;…;…;…;…;…;2,8;82,6;7,7;43,8;…;…;…;…;…;…;80,6;6,2;42,0;…;…;29,1;55,9;8,7;6,3;24,0;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;9;45;45006;45006;Filattiera;;4.569;…;28,9;93,3;99,8;9,1;…;13,4;30,2;44,5;…;…;…;…;…;…;…;…;…;…;…;4,6;…;…;…;…;…;…;…;…;…;…;60,7;…;…;…;…;…;1,0;…;…;…;…;…;…;…;…;95,7;130,9;…;…;10,7;…;…;…;…;…;1,9;84,1;19,2;51,4;…;…;…;…;…;…;79,4;18,0;48,4;…;…;48,7;18,5;7,7;25,1;4,8;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;9;45;45007;45007;Fivizzano;2011;15.653;…;29,9;88,5;97,5;9,9;…;12,9;31,9;40,5;…;…;…;…;…;…;…;…;…;…;…;4,8;…;…;…;…;…;…;…;…;…;…;60,1;…;…;…;…;…;3,0;…;…;…;…;…;…;…;…;100,3;198,9;…;…;11,1;…;…;…;…;…;2,0;82,2;14,6;47,7;…;…;…;…;…;…;74,5;12,8;43,0;…;…;43,5;40,2;10,1;6,2;12,7;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;9;45;45008;45008;Fosdinovo;1991;5.099;…;40,8;97,3;95,5;8,4;…;13,8;28,7;48,2;…;…;…;…;…;…;…;…;…;…;…;4,8;…;…;…;…;…;…;…;…;…;…;58,0;…;…;…;…;…;0,5;…;…;…;…;…;…;…;…;86,8;154,1;…;…;15,8;…;…;…;…;…;1,8;80,6;14,5;46,7;…;…;…;…;…;…;77,6;12,4;44,2;…;…;61,2;22,5;10,8;5,4;11,8;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;9;45;45009;45009;Licciana Nardi;;5.262;…;36,6;94,0;100,4;9,5;…;12,8;32,4;39,7;…;…;…;…;…;…;…;…;…;…;…;4,6;…;…;…;…;…;…;…;…;…;…;56,5;…;…;…;…;…;11,0;…;…;…;…;…;…;…;…;111,9;119,8;…;…;11,7;…;…;…;…;…;1,9;84,8;35,5;60,0;…;…;…;…;…;…;78,7;32,5;55,4;…;…;50,2;31,9;9,8;8,1;4,4;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;9;45;45010;45010;Massa;;50.441;…;10,6;538,0;98,2;12,2;…;8,6;37,0;23,4;…;…;…;…;…;…;…;…;…;…;…;5,0;…;…;…;…;…;…;…;…;…;…;41,9;…;…;…;…;…;17,2;…;…;…;…;…;…;…;…;131,7;145,4;…;…;13,2;…;…;…;…;…;4,5;76,3;13,4;44,4;…;…;…;…;…;…;67,5;11,6;39,2;…;…;9,1;59,8;19,6;11,4;28,5;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
