AnnoCP;Livello territoriale;Codice Regione 2011;Codice Provincia 2011;Codice Comune all'epoca;Codice comune 2011;Denominazione del territorio;Flag comuni con variazioni (annoCP di primo confronto valido);P1;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;A1;A2;A3;A4;A5;A6;SS2;A8;A9;A10;A11;A12;A13;A14;A15;SS1;I1;I2;I3;I4;I5;I6;I7;I8;I9;SS4;L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;L13;L14;L15;L16;L17;L18;SS3;L19;L20;L21;L22;M1;M2;M3;M4;M5;M6;M7;M8;M9;V4;V5;V6;V7;V8;V9
1951;1;3;12;12001;12001;Agra;;331;…;9,4;108,9;86,0;7,9;…;25,1;26,0;96,6;…;…;…;…;…;…;…;…;…;…;…;3,2;…;…;…;…;…;…;…;…;…;…;77,0;…;…;…;…;…;49,0;…;…;…;…;…;…;…;…;68,2;407,1;…;…;0,7;…;…;…;…;…;3,0;74,1;14,6;42,1;…;…;…;…;…;…;70,4;14,6;40,4;…;…;14,4;35,6;16,1;33,9;26,1;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;3;12;12002;12002;Albizzate;;2.534;…;12,4;668,6;96,4;7,7;…;10,5;22,8;46,2;…;…;…;…;…;…;…;…;…;…;…;4,0;…;…;…;…;…;…;…;…;…;…;36,6;…;…;…;…;…;43,4;…;…;…;…;…;…;…;…;111,0;185,5;…;…;0,9;…;…;…;…;…;3,5;82,4;44,5;63,0;…;…;…;…;…;…;80,4;42,6;61,0;…;…;4,0;81,1;8,6;6,3;7,0;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;3;12;12003;12003;Angera;1961;4.782;…;23,0;199,8;87,5;7,6;…;14,6;25,9;56,4;…;…;…;…;…;…;…;…;…;…;…;3,5;…;…;…;…;…;…;…;…;…;…;42,4;…;…;…;…;…;27,6;…;…;…;…;…;…;…;…;98,8;132,4;…;…;1,9;…;…;…;…;…;4,0;81,3;39,4;58,7;…;…;…;…;…;…;75,5;37,2;54,9;…;…;17,3;66,9;6,8;9,0;6,7;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;3;12;12004;12004;Arcisate;1971;3.768;…;24,4;354,5;92,4;9,9;…;12,5;29,3;42,8;…;…;…;…;…;…;…;…;…;…;…;3,4;…;…;…;…;…;…;…;…;…;…;28,8;…;…;…;…;…;38,0;…;…;…;…;…;…;…;…;101,7;201,6;…;…;2,0;…;…;…;…;…;3,8;80,5;35,3;56,5;…;…;…;…;…;…;75,8;31,9;52,4;…;…;6,2;73,0;9,4;11,4;6,6;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;3;12;12005;12005;Arsago Seprio;;1.848;…;4,1;178,6;91,3;7,8;…;15,2;24,2;62,5;…;…;…;…;…;…;…;…;…;…;…;3,9;…;…;…;…;…;…;…;…;…;…;54,2;…;…;…;…;…;29,5;…;…;…;…;…;…;…;…;97,8;126,9;…;…;1,2;…;…;…;…;…;2,6;81,6;40,4;59,9;…;…;…;…;…;…;77,3;36,6;55,9;…;…;10,9;76,4;5,2;7,6;4,8;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;3;12;12006;12006;Azzate;1961;3.489;…;40,8;389,0;92,2;10,1;…;12,5;27,0;46,3;…;…;…;…;…;…;…;…;…;…;…;3,1;…;…;…;…;…;…;…;…;…;…;37,4;…;…;…;…;…;44,2;…;…;…;…;…;…;…;…;109,9;237,1;…;…;1,7;…;…;…;…;…;2,1;83,6;46,2;64,1;…;…;…;…;…;…;79,5;41,5;59,7;…;…;9,5;76,5;6,3;7,7;6,2;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;3;12;12007;12009;Bardello;;723;…;8,7;311,6;84,9;7,5;…;21,0;21,7;96,4;…;…;…;…;…;…;…;…;…;…;…;3,2;…;…;…;…;…;…;…;…;…;…;47,2;…;…;…;…;…;1,2;…;…;…;…;…;…;…;…;92,8;108,1;…;…;1,8;…;…;…;…;…;2,8;83,4;39,8;59,4;…;…;…;…;…;…;79,9;37,0;56,3;…;…;13,5;55,0;17,4;14,1;37,4;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;3;12;12008;12010;Bedero Valcuvia;;400;…;1,5;156,9;93,2;8,3;…;20,2;21,3;95,1;…;…;…;…;…;…;…;…;…;…;…;3,4;…;…;…;…;…;…;…;…;…;…;73,5;…;…;…;…;…;32,6;…;…;…;…;…;…;…;…;67,9;244,2;…;…;1,4;…;…;…;…;…;3,5;77,1;30,9;53,7;…;…;…;…;…;…;70,3;30,4;50,0;…;…;11,8;77,0;5,1;6,2;5,5;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;3;12;12009;12012;Besnate;;2.659;…;12,7;346,2;90,7;8,6;…;12,2;26,7;45,6;…;…;…;…;…;…;…;…;…;…;…;3,1;…;…;…;…;…;…;…;…;…;…;43,2;…;…;…;…;…;26,7;…;…;…;…;…;…;…;…;110,7;111,4;…;…;1,7;…;…;…;…;…;2,0;83,7;53,0;67,5;…;…;…;…;…;…;79,6;48,9;63,4;…;…;7,3;81,8;4,8;6,0;3,7;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
1951;1;3;12;12010;12013;Besozzo;;5.609;…;26,5;414,9;86,4;7,8;…;14,4;25,1;57,4;…;…;…;…;…;…;…;…;…;…;…;3,5;…;…;…;…;…;…;…;…;…;…;39,5;…;…;…;…;…;23,1;…;…;…;…;…;…;…;…;101,5;116,2;…;…;2,0;…;…;…;…;…;3,5;81,1;42,5;60,2;…;…;…;…;…;…;77,5;38,7;56,5;…;…;7,5;71,7;9,9;10,9;14,0;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…
